project;name;sample_name_old;new_name;bees_in_pool;aim_id;host;host_genus;season;bioregion;plot;sampletype;year;sample_affiliation;project_person;collection;LUI_cat;G_STD;M_STD;F_STD;LUI_value_overall2021_global.ALB..HAI.;seq_run;well_in_pcr_plate
ITS2_susy4pAB;AIM315;AIM315;Z_142;3;161;Lasioglossum_lativentre;Lasioglossum;2;Belgium;BELDBE;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;Z-220-S207;Z-220;Z_220;4;;Andrena_angustior;Andrena;3;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-221-S198;Z-221;Z_221;5;;Andrena_dorsata;Andrena;3;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-222A-S54;Z-222A;Z_222A;10;;Andrena_haemorrhoa;Andrena;3;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-222B-S55;Z-222B;Z_222B;10;;Andrena_haemorrhoa;Andrena;3;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-222C-S56;Z-222C;Z_222C;5;;Andrena_haemorrhoa;Andrena;3;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-223-S57;Z-223;Z_223;4;;Andrena_nitida;Andrena;3;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-224A-S58;Z-224A;Z_224A;8;;Apis_mellifera;Apis;3;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-224B-S59;Z-224B;Z_224B;8;;Apis_mellifera;Apis;3;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-225-S60;Z-225;Z_225;3;;Bombus_terrestris;Bombus;3;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-226-S61;Z-226;Z_226;3;;Halictus_rubicundus;Halictus;3;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-227-S62;Z-227;Z_227;6;;Lasioglossum_calceatum;Lasioglossum;3;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-323-S164;Z-323;Z_323;3;;Andrena_angustior;Andrena;4;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-324-S165;Z-324;Z_324;3;;Andrena_wilkella;Andrena;4;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-325-S166;Z-325;Z_325;5;;Bombus_pascuorum;Bombus;4;Belgium;BELDBE;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;AIM20201006NGSeco-A-019-E035;AIM20201006NGSeco-A-019-E035;Z_017;3;19;Apis_mellifera;Apis;2;Belgium;BELHB;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;AIM252;AIM252;Z_086;3;100;Bombus_pascuorum;Bombus;2;Belgium;BELHB;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;Z-228-S205;Z-228;Z_228;6;;Andrena_nitida;Andrena;3;Belgium;BELHB;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-229-S64;Z-229;Z_229;5;;Apis_mellifera;Apis;3;Belgium;BELHB;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-230-S65;Z-230;Z_230;6;;Lasioglossum_pauxillum;Lasioglossum;3;Belgium;BELHB;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-326-S167;Z-326;Z_326;5;;Apis_mellifera;Apis;4;Belgium;BELHB;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-327-S168;Z-327;Z_327;4;;Bombus_pascuorum;Bombus;4;Belgium;BELHB;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-328-S169;Z-328;Z_328;5;;Bombus_terrestris;Bombus;4;Belgium;BELHB;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-329-S224;Z-329;Z_329;3;;Lasioglossum_pauxillum;Lasioglossum;4;Belgium;BELHB;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;AIM20201006NGSeco-A-066-E035;AIM20201006NGSeco-A-066-E035;Z_060;11;66;Bombus_terrestris;Bombus;2;Belgium;BELKH;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;AIM258;AIM258;Z_091;3;106;Bombus_pascuorum;Bombus;2;Belgium;BELKH;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;Z-231-S199;Z-231;Z_231;5;;Andrena_cineraria;Andrena;3;Hainich;HEG03;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-232-S67;Z-232;Z_232;8;;Andrena_haemorrhoa;Andrena;3;Hainich;HEG42;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-233-S68;Z-233;Z_233;4;;Andrena_nitida;Andrena;3;Hainich;HEG42;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-234-S69;Z-234;Z_234;3;;Andrena_haemorrhoa;Andrena;3;Hainich;HEG47;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-235A-S70;Z-235A;Z_235A;10;;Andrena_nitida;Andrena;3;Hainich;HEG47;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-235B-S71;Z-235B;Z_235B;8;;Andrena_nitida;Andrena;3;Hainich;HEG47;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-236-S72;Z-236;Z_236;3;;Apis_mellifera;Apis;3;Hainich;HEG05;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-237-S73;Z-237;Z_237;3;;Apis_mellifera;Apis;3;Hainich;HEG06;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-238-S204;Z-238;Z_238;11;;Andrena_haemorrhoa;Andrena;3;Hainich;HEG07;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-239-S75;Z-239;Z_239;10;;Andrena_nitida;Andrena;3;Hainich;HEG07;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-240-S76;Z-240;Z_240;7;;Apis_mellifera;Apis;3;Hainich;HEG07;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-241A-S77;Z-241A;Z_241A;7;;Andrena_haemorrhoa;Andrena;3;Hainich;HEG08;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-241B-S78;Z-241B;Z_241B;7;;Andrena_haemorrhoa;Andrena;3;Hainich;HEG08;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-242-S201;Z-242;Z_242;3;;Andrena_minutula;Andrena;3;Hainich;HEG08;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-243-S80;Z-243;Z_243;9;;Andrena_nitida;Andrena;3;Hainich;HEG08;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-244-S81;Z-244;Z_244;3;;Andrena_haemorrhoa;Andrena;3;Belgium;BELKH;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-245-S82;Z-245;Z_245;6;;Bombus_terrestris;Bombus;3;Belgium;BELKH;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-356-S202;Z-356;Z_356;3;;Andrena_fulvago;Andrena;4;Belgium;BELKH;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-357-S203;Z-357;Z_357;4;;Bombus_pascuorum;Bombus;4;Belgium;BELKH;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-358-S204;Z-358;Z_358;7;;Bombus_terrestris;Bombus;4;Belgium;BELKH;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-359-S205;Z-359;Z_359;3;;Lasioglossum_villosulum;Lasioglossum;4;Belgium;BELKH;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;AIM20201006NGSeco-A-083-E035;AIM20201006NGSeco-A-083-E035;Z_071;4;83;Bombus_pascuorum;Bombus;1;Belgium;BELMJ;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;AIM259;AIM259;Z_092;5;107;Bombus_pascuorum;Bombus;2;Belgium;BELMJ;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;AIM264;AIM264;Z_095;3;112;Bombus_lapidarius;Bombus;2;Belgium;BELMJ;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;AIM336;AIM336;Z_162;3;181;Lasioglossum_villosulum;Lasioglossum;1;Belgium;BELMJ;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;AIM200;AIM200;Z_170;10;189;Andrena_bicolor;Andrena;2;Belgium;BELMJ;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;Z-246-S83;Z-246;Z_246;3;;Andrena_gravida;Andrena;3;Belgium;BELMJ;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-247A-S84;Z-247A;Z_247A;7;;Andrena_haemorrhoa;Andrena;3;Belgium;BELMJ;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-247B-S203;Z-247B;Z_247B;6;;Andrena_haemorrhoa;Andrena;3;Belgium;BELMJ;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-248-S86;Z-248;Z_248;8;;Apis_mellifera;Apis;3;Belgium;BELMJ;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-249-S87;Z-249;Z_249;11;;Halictus_scabiosae;Halictus;3;Belgium;BELMJ;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-360-S265;Z-360;Z_360;4;;Bombus_terrestris;Bombus;4;Belgium;BELMJ;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-361-S207;Z-361;Z_361;3;;Halictus_scabiosae;Halictus;4;Belgium;BELMJ;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-261-S99;Z-261;Z_261;4;;Andrena_alfkenella;Andrena;3;Schorfheide;SEG13;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-262-S100;Z-262;Z_262;3;;Apis_mellifera;Apis;3;Schorfheide;SEG13;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-263-S101;Z-263;Z_263;6;;Lasioglossum_malachurum;Lasioglossum;3;Schorfheide;SEG15;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-264A-S102;Z-264A;Z_264A;8;;Lasioglossum_pauxillum;Lasioglossum;3;Schorfheide;SEG15;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-264B-S103;Z-264B;Z_264B;6;;Lasioglossum_pauxillum;Lasioglossum;3;Schorfheide;SEG15;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-265-S230;Z-265;Z_265;3;;Lasioglossum_calceatum;Lasioglossum;3;Schorfheide;SEG16;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-266-S105;Z-266;Z_266;3;;Lasioglossum_pauxillum;Lasioglossum;3;Schorfheide;SEG16;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-267-S106;Z-267;Z_267;6;;Lasioglossum_calceatum;Lasioglossum;3;Schorfheide;SEG28;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-268-S107;Z-268;Z_268;9;;Andrena_haemorrhoa;Andrena;3;Schorfheide;SEG03;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-269-S108;Z-269;Z_269;3;;Lasioglossum_malachurum;Lasioglossum;3;Schorfheide;SEG03;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-270-S109;Z-270;Z_270;6;;Apis_mellifera;Apis;3;Schorfheide;SEG35;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-271-S214;Z-271;Z_271;9;;Lasioglossum_pauxillum;Lasioglossum;3;Schorfheide;SEG35;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-272-S111;Z-272;Z_272;5;;Andrena_gravida;Andrena;3;Schorfheide;SEG38;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-273-S112;Z-273;Z_273;8;;Andrena_haemorrhoa;Andrena;3;Schorfheide;SEG38;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-274-S113;Z-274;Z_274;11;;Halictus_rubicundus;Halictus;3;Schorfheide;SEG38;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-275-S114;Z-275;Z_275;4;;Osmia_bicornis;Osmia;3;Schorfheide;SEG38;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-276-S229;Z-276;Z_276;5;;Apis_mellifera;Apis;3;Schorfheide;SEG04;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-277-S116;Z-277;Z_277;3;;Halictus_tumulorum;Halictus;3;Schorfheide;SEG40;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-278-S117;Z-278;Z_278;12;;Lasioglossum_pauxillum;Lasioglossum;3;Schorfheide;SEG40;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-279-S118;Z-279;Z_279;4;;Andrena_gravida;Andrena;3;Schorfheide;SEG42;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-280-S119;Z-280;Z_280;6;;Lasioglossum_calceatum;Lasioglossum;3;Schorfheide;SEG42;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-281-S120;Z-281;Z_281;4;;Lasioglossum_pauxillum;Lasioglossum;3;Schorfheide;SEG42;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-282-S25;Z-282;Z_282;5;;Andrena_flavipes;Andrena;3;Schorfheide;SEG46;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-283-S26;Z-283;Z_283;4;;Apis_mellifera;Apis;3;Schorfheide;SEG46;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-284A-S215;Z-284A;Z_284A;11;;Lasioglossum_pauxillum;Lasioglossum;3;Schorfheide;SEG46;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-284B-S28;Z-284B;Z_284B;12;;Lasioglossum_pauxillum;Lasioglossum;3;Schorfheide;SEG46;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-285-S29;Z-285;Z_285;12;;Anthophora_plumipes;Anthophora;3;Schorfheide;SEG07;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-362-S208;Z-362;Z_362;4;;Lasioglossum_leucozonium;Lasioglossum;4;Belgium;BELMJ;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Bi-P1718104;Bi-P1718104;Bi-P1718104;NA;;Osmia caerulescens;Osmia;NA;NA;NA;reed_pollen;2017;reed_pollen;birte;;;;;;;;
ITS2_susy4pAB;E01P-C6-S30;E01P-C6;E01P-C6;NA;;Control;Control;NA;NA;NA;pos_con;NA;reed_pollen;susi_ale;NA;NA;;;;NA;Run_01;C6
ITS2_susy4pAB;E01WP-F6-S66;E01WP-F6;E01WP-F6;NA;;Control;Control;NA;NA;NA;neg_pcr_con;NA;reed_pollen;susi_ale;NA;NA;;;;NA;Run_01;F6
ITS2_susy4pAB;Z-289-S34;Z-289;Z_289;3;;Apis_mellifera;Apis;4;Alb;AEG14;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-290-S35;Z-290;Z_290;4;;Bombus_hortorum;Bombus;4;Alb;AEG14;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-292-S36;Z-292;Z_292;4;;Apis_mellifera;Apis;4;Alb;AEG17;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-293-S37;Z-293;Z_293;5;;Bombus_humilis;Bombus;4;Alb;AEG17;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-294-S38;Z-294;Z_294;2;;Bombus_sylvarum;Bombus;4;Alb;AEG17;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-295-S39;Z-295;Z_295;3;;Lasioglossum_leucozonium;Lasioglossum;4;Alb;AEG17;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-296-S216;Z-296;Z_296;3;;Lasioglossum_villosulum;Lasioglossum;4;Alb;AEG17;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-297-S227;Z-297;Z_297;4;;Apis_mellifera;Apis;4;Alb;AEG03;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-298-S42;Z-298;Z_298;4;;Megachilidae;Megachilidae;4;Schorfheide;SEG42;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-299-S43;Z-299;Z_299;8;;Bombus_lapidarius;Bombus;4;Alb;AEG03;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-300-S44;Z-300;Z_300;11;;Bombus_pascuorum;Bombus;4;Alb;AEG32;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-302-S45;Z-302;Z_302;10;;Bombus_pascuorum;Bombus;4;Alb;AEG35;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-303-S46;Z-303;Z_303;3;;Bombus_sylvarum;Bombus;4;Alb;AEG35;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-304-S47;Z-304;Z_304;3;;Eucera_nigrescens;Eucera;4;Alb;AEG37;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-305-S48;Z-305;Z_305;7;;Apis_mellifera;Apis;4;Alb;AEG04;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-306-S145;Z-306;Z_306;2;;Bombus_lapidarius;Bombus;4;Alb;AEG04;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-307-S146;Z-307;Z_307;10;;Bombus_pascuorum;Bombus;4;Alb;AEG04;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-308-S147;Z-308;Z_308;3;;Apis_mellifera;Apis;4;Alb;AEG06;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-309-S226;Z-309;Z_309;10;;Apis_mellifera;Apis;4;Alb;AEG07;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-310-S217;Z-310;Z_310;5;;Bombus_lapidarius;Bombus;4;Alb;AEG07;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-311-S150;Z-311;Z_311;8;;Bombus_humilis;Bombus;4;Alb;AEG08;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-312-S151;Z-312;Z_312;3;;Bombus_lapidarius;Bombus;4;Alb;AEG08;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-313A-S152;Z-313A;Z_313A;10;;Bombus_sylvarum;Bombus;4;Alb;AEG08;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-313B-S153;Z-313B;Z_313B;4;;Bombus_sylvarum;Bombus;4;Alb;AEG08;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-314-S154;Z-314;Z_314;4;;Lasioglossum_leucozonium;Lasioglossum;4;Alb;AEG09;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-315-S155;Z-315;Z_315;7;;Lasioglossum_pauxillum;Lasioglossum;4;Alb;AEG09;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-316A-S156;Z-316A;Z_316A;8;;Lasioglossum_villosulum;Lasioglossum;4;Alb;AEG09;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-316B-S157;Z-316B;Z_316B;5;;Lasioglossum_villosulum;Lasioglossum;4;Alb;AEG09;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;E03P-C6-S222;E03P-C6;E03P-C6;NA;;Control;Control;NA;NA;NA;pos_con;NA;reed_pollen,stigma;susi_ale,anna;NA;NA;;;;NA;Run_01;C6
ITS2_susy4pAB;AIM263;AIM263;Z_045;5;111;Bombus_lapidarius;Bombus;2;Belgium;BELOP;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;AIM260;AIM260;Z_093;5;108;Bombus_pascuorum;Bombus;2;Belgium;BELOP;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;AIM304;AIM304;Z_131;3;150;Chelostoma_florisomne;Chelostoma;1;Belgium;BELOP;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;AIM314;AIM314;Z_141;3;160;Lasioglossum_lativentre;Lasioglossum;1;Belgium;BELOP;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;Z-250-S88;Z-250;Z_250;4;;Andrena_haemorrhoa;Andrena;3;Belgium;BELOP;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-251-S89;Z-251;Z_251;4;;Apis_mellifera;Apis;3;Belgium;BELOP;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-252-S90;Z-252;Z_252;5;;Bombus_pascuorum;Bombus;3;Belgium;BELOP;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-253-S91;Z-253;Z_253;3;;Lasioglossum_pauxillum;Lasioglossum;3;Belgium;BELOP;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-363-S209;Z-363;Z_363;4;;Bombus_pascuorum;Bombus;4;Belgium;BELOP;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;AIM20201006NGSeco-A-084-E035;AIM20201006NGSeco-A-084-E035;Z_072;4;84;Bombus_pascuorum;Bombus;1;Belgium;BELRD;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;AIM326;AIM326;Z_153;3;172;Lasioglossum_pauxillum;Lasioglossum;1;Belgium;BELRD;bee_leg_pollen;2020;bee_leg_pollen;aim;;;;;;;;
ITS2_susy4pAB;Z-254-S202;Z-254;Z_254;6;;Andrena_gravida;Andrena;3;Belgium;BELRD;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-330-S171;Z-330;Z_330;3;;Bombus_rupestris;Bombus;4;Hainich;HEG01;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-331-S172;Z-331;Z_331;3;;Bombus_sylvarum;Bombus;4;Hainich;HEG01;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-332-S173;Z-332;Z_332;5;;Lasioglossum_pauxillum;Lasioglossum;4;Hainich;HEG12;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-333-S174;Z-333;Z_333;4;;Andrena_nitida;Andrena;4;Hainich;HEG17;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-334-S220;Z-334;Z_334;6;;Apis_mellifera;Apis;4;Hainich;HEG17;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-335-S176;Z-335;Z_335;9;;Bombus_lapidarius;Bombus;4;Hainich;HEG17;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-336-S177;Z-336;Z_336;3;;Bombus_lucorum;Bombus;4;Hainich;HEG19;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
ITS2_susy4pAB;Z-337-S178;Z-337;Z_337;3;;Bombus_terrestris;Bombus;4;Hainich;HEG19;bee_leg_pollen;2021;bee_leg_pollen;susi_ale;;;;;;;;
